"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSG00000241859.8",13.3818661980897,7.03681775747582,1.23879147506055,5.68038923349218,1.34388560411502e-08,1.81136581068932e-05,"ANOS2P"
"ENSG00000286961.2",304.775686106143,1.36911197652654,0.258751537011888,5.29122258494502,1.21501383128884e-07,0.000152848739976136,"ENSG00000286961"
"ENSG00000160221.18",115.436684706852,4.27002640092377,0.817227123388347,5.22501796467498,1.74138201928053e-07,0.000205374241898898,"GATD3"
"ENSG00000172987.14",63.8773041236669,-2.18786462066342,0.435091594903232,-5.02851502141754,4.94292797816468e-07,0.000548665005576279,"HPSE2"
"ENSG00000293442.2",14.9241866764188,6.23088995700971,1.27107953377003,4.9020456953853,9.48437664902545e-07,0.000994278818706167,"PRKY"
"ENSG00000218672.2",68.1974409322288,4.41168779022104,0.904159737194345,4.87932343007303,1.06450375070123e-06,0.0010572203039859,"LINC03010"
"ENSG00000229236.4",9.86456662673824,6.40890426290369,1.32422288027103,4.83974741592743,1.30004251394044e-06,0.0012265901119028,"TTTY10"
"ENSG00000164326.5",91.7904199769506,2.32316671863124,0.502881232326577,4.61971250723182,3.84272125128647e-06,0.00345295952437027,"CARTPT"
"ENSG00000186716.21",319.891133842604,2.08930359606412,0.471237786539582,4.43365038997914,9.26508252466802e-06,0.00794691396547662,"BCR"
"ENSG00000297966.1",13.0183020792882,5.35654886328758,1.22579263735684,4.3698654242514,1.24323130657604e-05,0.0101999020674304,"ENSG00000297966"
"ENSG00000290387.2",11.8333074071193,6.14196809301263,1.44065987613402,4.26330197346405,2.01428012665098e-05,0.0158372774957933,"SORD2P"
"ENSG00000293464.2",337.180149759029,1.88651508454265,0.447262914960227,4.21791081138576,2.46576307338281e-05,0.0186115796778934,"ENSG00000293464"
"ENSG00000214194.9",270.91177656504,-2.16738234231943,0.515376110218178,-4.20543812440568,2.60576874121944e-05,0.0189118677487734,"SMIM30"
"ENSG00000010361.14",186.527124364962,-0.932560561209169,0.225148513558932,-4.14197964920196,3.44320901457507e-05,0.022404604863804,"FUZ"
"ENSG00000122574.12",540.674706505947,1.73579098675812,0.417562616574882,4.15695974174172,3.22510795614695e-05,0.022404604863804,"WIPF3"
"ENSG00000183054.13",206.502271622841,-2.81500455568069,0.67877163846757,-4.14720414959586,3.36559944958252e-05,0.022404604863804,"RGPD6"
"ENSG00000141682.12",30.8101228953752,-1.87038669031632,0.452620661801761,-4.13234933392306,3.59074134455315e-05,0.0225857630572393,"PMAIP1"
"ENSG00000149972.12",71.3548373263499,2.17517130238698,0.527624534041294,4.12257422096437,3.74661834782926e-05,0.0228060284592059,"CNTN5"
"ENSG00000010282.15",621.224780766603,-1.09852356006328,0.269000576700574,-4.0837219515929,4.43200574581724e-05,0.0261349838823661,"HHATL"
"ENSG00000286217.3",7.32781244718825,5.7210291453617,1.40690546325995,4.06639201763098,4.77465932698047e-05,0.0273023701515519,"LINC00279"
"ENSG00000135333.15",289.783941246894,1.92820560241186,0.484303903594646,3.98139595427612,6.85117101296921e-05,0.0369375991470654,"EPHA7"
"ENSG00000291034.2",9.26460334648135,5.52021333905696,1.3843489964329,3.98758792275726,6.6748470645644e-05,0.0369375991470654,"ENSG00000291034"
"ENSG00000050628.21",35.1677275078879,2.22385061128388,0.563867706814234,3.94392263364096,8.01595281156613e-05,0.0412346546098865,"PTGER3"
"ENSG00000282024.2",7.67607539304802,-4.10387383800206,1.04110093607766,-3.94185971387498,8.08522639409539e-05,0.0412346546098865,"ENSG00000282024"
"ENSG00000260197.1",5.67407597435805,5.84343585965609,1.48921610530045,3.92383337707536,8.71510231594961e-05,0.0421676873594793,"ENSG00000260197"
"ENSG00000275496.5",30.58497166258,-4.95214476957812,1.26094586472372,-3.92732543729238,8.58957210237343e-05,0.0421676873594793,"ENSG00000275496"
"ENSG00000122420.10",34.2159237072727,1.99716167755123,0.510218489862527,3.91432634691334,9.06569540047202e-05,0.0427674180517267,"PTGFR"
"ENSG00000178394.5",206.92669507172,2.53183225224495,0.652639711549623,3.87937204469734,0.000104726472734206,0.0481997204998651,"HTR1A"
"ENSG00000017483.16",123.474876885187,-1.39844741330288,0.362715548427599,-3.8554934282946,0.000115496433468096,0.0484315044342882,"SLC38A5"
"ENSG00000145920.15",4083.26292250419,1.58273769510296,0.410219099577349,3.85827402169638,0.000114190580136354,0.0484315044342882,"CPLX2"
"ENSG00000165194.15",428.210681942605,1.76047452697539,0.456051951368728,3.86024995988232,0.000113271095601125,0.0484315044342882,"PCDH19"
"ENSG00000175175.6",384.862941370123,2.20581128950248,0.571597199581104,3.85903095942214,0.000113837517415012,0.0484315044342882,"PPM1E"
"ENSG00000013293.6",511.857054331283,1.02235396900205,0.267964909448752,3.81525316544318,0.000136043385109685,0.054619971851484,"SLC7A14"
"ENSG00000145242.14",392.134190315339,1.61277836246128,0.422205107989179,3.81989306131895,0.000133509545486724,0.054619971851484,"EPHA5"
"ENSG00000270641.2",7.42124180489643,-4.63459297068726,1.22140320775637,-3.79448239635843,0.000147951777843948,0.058163542664902,"TSIX"
"ENSG00000089199.10",322.607680277234,1.83122294410574,0.485461138407464,3.77213086533146,0.000161859320486396,0.0598879485799667,"CHGB"
"ENSG00000196277.17",126.68273008391,1.27403301976254,0.337606376953475,3.77372320765764,0.00016082919337212,0.0598879485799667,"GRM7"
"ENSG00000288802.1",121.104904128184,1.6749383277674,0.443109009933236,3.77996901489267,0.000156847876612044,0.0598879485799667,"ENSG00000288802"
"ENSG00000130368.7",122.869651014733,2.19382968210086,0.583072895007673,3.76253072451943,0.000168202636704153,0.0610381491270647,"MAS1"
"ENSG00000307363.1",8.7319319792704,4.7170903184427,1.25900803734276,3.74667212482496,0.000179196059383451,0.063800559255957,"ENSG00000307363"
"ENSG00000302365.1",44.1485790710893,-3.17473092627903,0.84897768179207,-3.73947512916668,0.000184404891070315,0.0644392647129045,"ENSG00000302365"
"ENSG00000293827.1",13.8147885037566,-4.03165277354451,1.08973691931414,-3.69965695581089,0.000215891088789302,0.0740702699173477,"ENSG00000293827"
"ENSG00000273079.7",1596.46171456514,1.49591541213279,0.404968809724271,3.69390278019512,0.000220838262716049,0.0744146074544971,"GRIN2B"
"ENSG00000140263.15",130.243854712882,-1.9873163897767,0.539237864557137,-3.68541699386937,0.000228328491160866,0.0752086639557329,"SORD"
"ENSG00000182566.15",47.2726383753836,3.05969679620173,0.830926694575024,3.68227042912204,0.000231166004739401,0.0752086639557329,"CLEC4G"
"ENSG00000126950.8",440.994492440205,1.48106892989573,0.406287911048205,3.6453679512015,0.000267009491833372,0.0809495404938538,"TMEM35A"
"ENSG00000136099.13",285.665855205216,2.38355414031044,0.652682106277774,3.65193731739296,0.0002602694212204,0.0809495404938538,"PCDH8"
"ENSG00000168243.11",211.836029335929,1.36543861286467,0.375023095064815,3.64094539998579,0.000271638744176886,0.0809495404938538,"GNG4"
"ENSG00000176956.13",1567.09096224536,1.58294122023563,0.433377210064009,3.65257144002066,0.000259627333157119,0.0809495404938538,"LY6H"
"ENSG00000291031.2",7.72006147985342,4.14237990145843,1.13857962260048,3.63819957711641,0.000274550640784666,0.0809495404938538,"BCORP1"
"ENSG00000300370.1",142.215175653494,2.20734198508268,0.605035398252829,3.64828568949331,0.000263995986032603,0.0809495404938538,"ENSG00000300370"
"ENSG00000102575.14",20.2608510005238,-2.34611080880901,0.647255507978007,-3.62470582311171,0.000289290553159902,0.0839305752808433,"ACP5"
"ENSG00000196730.13",299.020535519223,0.904527335801821,0.249805917505824,3.6209203722355,0.000293556861077671,0.0839305752808433,"DAPK1"
"ENSG00000020129.16",3016.56323063899,1.47566967759631,0.409176230778599,3.60644037115338,0.000310426151230422,0.0874289772196726,"NCDN"
"ENSG00000125869.10",398.181210980107,1.7840968983631,0.49932504534526,3.57301704569912,0.000352891780095135,0.0956083741406934,"LAMP5"
"ENSG00000129682.16",887.276452793892,1.88802561014311,0.528602437664382,3.57173080488488,0.000354629825015843,0.0956083741406934,"FGF13"
"ENSG00000146574.16",139.283334551499,2.026819696771,0.567465977838986,3.57170257940309,0.000354668054575969,0.0956083741406934,"CCZ1B"
"ENSG00000196502.15",60.9809763305908,2.4676195087316,0.693980705851266,3.55574656172136,0.000376907280709447,0.100172399816722,"SULT1A1"
"ENSG00000148482.12",740.53207630698,-1.20721432505758,0.341028680627118,-3.53992022852045,0.00040024799337582,0.103634578109505,"SLC39A12"
"ENSG00000155657.29",160.02664005629,-1.39004672201848,0.392726395404315,-3.53947872688163,0.000400918081716687,0.103634578109505,"TTN"
"ENSG00000120899.18",1752.63532165758,1.37761717740636,0.390444662441046,3.52832887711552,0.000418192236100618,0.105217166602915,"PTK2B"
"ENSG00000134443.10",17.6061972898423,3.52109275482621,0.997481587977978,3.5299827057098,0.000415586831729574,0.105217166602915,"GRP"
"ENSG00000117069.15",405.385779723288,2.06814025792326,0.593133742188717,3.48680257220174,0.000488832075484715,0.12137185874206,"ST6GALNAC5"
"ENSG00000123901.9",98.8000077150408,2.17245835401508,0.624381509614917,3.47937650388611,0.000502581949959026,0.121793711491529,"GPR83"
"ENSG00000162951.11",143.777196886207,1.70718616733212,0.490723104059986,3.4789194827139,0.000503439824925238,0.121793711491529,"LRRTM1"
"ENSG00000205358.4",55.918781291541,-2.56102392524779,0.739163397312637,-3.46476020668617,0.000530704455159545,0.126764469226084,"MT1H"
"ENSG00000101327.9",61.8782116121765,2.10343916452609,0.609024912449439,3.4537818101172,0.000552784415755586,0.127572005021171,"PDYN"
"ENSG00000144485.11",450.371783351352,-0.923218016799669,0.267499077160162,-3.45129421230453,0.000557905032519364,0.127572005021171,"HES6"
"ENSG00000157404.17",392.038704118332,1.2898466681802,0.373298724385007,3.45526674462968,0.000549748641164711,0.127572005021171,"KIT"
"ENSG00000249743.9",42.2028497698049,3.37638883358319,0.978737302399248,3.44973960357535,0.000561127526060266,0.127572005021171,"ENSG00000249743"
"ENSG00000015568.13",349.503106335001,1.88256047120439,0.546318228334363,3.44590455446456,0.000569151343468863,0.127855783943541,"RGPD5"
"ENSG00000112031.16",118.835890221677,-2.21317253995648,0.643525212232112,-3.43913882143008,0.000583567902070935,0.129552074259748,"MTRF1L"
"ENSG00000137959.17",219.18795925312,-1.28166264350216,0.373936658571933,-3.42748595015219,0.00060919782677277,0.132132907944852,"IFI44L"
"ENSG00000173166.18",154.929432466813,0.96059693444346,0.280163512631281,3.42870106610809,0.000606477120388331,0.132132907944852,"RAPH1"
"ENSG00000221890.7",2131.11672236152,1.34422197371088,0.392947661963287,3.42086772318414,0.000624216848303989,0.133851953721549,"NPTXR"
"ENSG00000126583.12",611.630635833514,1.92875143665524,0.564876323974692,3.41446676873229,0.000639069888479746,0.135497177478796,"PRKCG"
"ENSG00000092531.10",256.398723497752,-0.896301388417195,0.263254887738485,-3.40469039764827,0.000662391058730524,0.137438502536812,"SNAP23"
"ENSG00000141404.17",583.961984881446,1.29572851143121,0.380590130749443,3.40452472816285,0.000662792990506088,0.137438502536812,"GNAL"
"ENSG00000188674.11",129.204172200954,2.48275463012149,0.73578529836275,3.37429225026112,0.00074005753051833,0.151792234792184,"C2orf80"
"ENSG00000169116.11",344.211658719323,1.72678965941192,0.512288852052404,3.37073440597782,0.00074968096433568,0.152112685989401,"PARM1"
"ENSG00000154930.15",482.586377567174,-0.80642114980328,0.239591394713706,-3.36581850432021,0.000763169045125225,0.152626875582523,"ACSS1"
"ENSG00000165983.15",716.08065580164,1.65804703886764,0.492888901569122,3.36393664695881,0.000768391795460505,0.152626875582523,"PTER"
"ENSG00000257180.1",7.9779378125942,3.37907662294705,1.00633866192874,3.35779271013075,0.00078567508547061,0.154434258987817,"ENSG00000257180"
"ENSG00000153820.13",483.778494507762,2.66667664773529,0.797017062956816,3.3458212774546,0.000820392561087267,0.15796742477262,"SPHKAP"
"ENSG00000291184.2",35.0909152121919,-1.96449369773473,0.587037216223189,-3.34645511978551,0.000818519285349099,0.15796742477262,"ENSG00000291184"
"ENSG00000180828.3",164.494807646622,2.26932439560384,0.682769450199946,3.32370523452577,0.000888300330599744,0.169315426650679,"BHLHE22"
"ENSG00000080573.7",142.179265878428,-0.980484969166171,0.296017989154347,-3.31224792103745,0.000925494895419551,0.170038774862754,"COL5A3"
"ENSG00000104722.14",4128.17705539408,1.58118029202403,0.478055082435682,3.30752741706655,0.000941234978889646,0.170038774862754,"NEFM"
"ENSG00000176840.15",147.672438566766,2.21586249473768,0.670241680948955,3.30606489826233,0.00094616170432375,0.170038774862754,"MIR7-3HG"
"ENSG00000184613.11",2145.90794688558,1.87249024287189,0.56605104886425,3.30798829297983,0.000939687377007852,0.170038774862754,"NELL2"
"ENSG00000276077.5",12.365383457437,-5.0005616006639,1.50857523298524,-3.31475785318877,0.000917225415861197,0.170038774862754,"LINC03105"
"ENSG00000299075.1",14.2927895408932,-1.98121212314117,0.598107145773242,-3.3124702440728,0.00092475962816895,0.170038774862754,"ENSG00000299075"
"ENSG00000074803.21",16.398828294407,2.58997135408943,0.786252268360471,3.29407170994897,0.000987473027971748,0.171028532979862,"SLC12A1"
"ENSG00000132975.8",195.736537012389,1.47176757155734,0.447214563405399,3.2909652144382,0.00099844258854882,0.171028532979862,"GPR12"
"ENSG00000175182.15",621.257456895486,1.20181082189093,0.365207803828817,3.29075887560785,0.000999175186511359,0.171028532979862,"FAM131A"
"ENSG00000230663.2",3.98481256758989,5.00048408163419,1.52003924371948,3.28970722453072,0.00100291677032292,0.171028532979862,"FAM224B"
"ENSG00000278727.1",25.5228158294362,1.78556663660046,0.542918611299237,3.28882930044983,0.00100605019399919,0.171028532979862,"ENSG00000278727"
"ENSG00000288049.2",5.10749125378809,4.60379613244891,1.39841548197747,3.29215186171909,0.000994239088100413,0.171028532979862,"ENSG00000288049"
"ENSG00000104327.7",321.063443965229,2.50816290369256,0.769305663906977,3.26029434250447,0.00111296647648435,0.187514976886247,"CALB1"
"ENSG00000081985.14",50.6639774705923,1.87506823554117,0.577127128045039,3.24896915155034,0.00115824038149535,0.188776196653032,"IL12RB2"
"ENSG00000126785.13",105.178141984861,-1.17250943949213,0.360171557201731,-3.25541930240596,0.00113225067899848,0.188776196653032,"RHOJ"
"ENSG00000156299.15",703.451129334567,0.778262565298231,0.23988940296114,3.2442557098877,0.00117757979134978,0.188776196653032,"TIAM1"
"ENSG00000169245.6",13.3441695919999,-2.08404672642744,0.642519135417953,-3.24355589047444,0.0011804764814551,0.188776196653032,"CXCL10"
"ENSG00000169946.14",228.35630727734,1.20814910515119,0.371480920397196,3.25225075855689,0.00114494962328418,0.188776196653032,"ZFPM2"
"ENSG00000255931.3",21.2015258385922,2.04598744559849,0.630070533839323,3.24723556445546,0.00116531896193897,0.188776196653032,"ENSG00000255931"
"ENSG00000164076.17",937.167631256869,1.77703957653269,0.549511454645401,3.23385356485319,0.00122132059045638,0.192052662849266,"CAMKV"
"ENSG00000171873.8",37.0231356879623,2.63532657107173,0.814370368319706,3.2360295433013,0.00121204838940919,0.192052662849266,"ADRA1D"
"ENSG00000293106.2",25.289122731133,-3.11042317979786,0.962729780300515,-3.23083719174756,0.0012342822318945,0.192486824097927,"RPL23AP7"
"ENSG00000033867.18",571.804044008035,1.2833204080755,0.398915502483818,3.21702315423943,0.00129528144847368,0.200343942071298,"SLC4A7"
"ENSG00000169777.7",8.92694664584246,4.40689931095993,1.3809743615355,3.19115215582998,0.00141706630975252,0.215645494072824,"TAS2R1"
"ENSG00000289045.1",90.5402170205828,0.951800624602623,0.298174411093182,3.19209358413113,0.00141245561336475,0.215645494072824,"ENSG00000289045"
"ENSG00000175874.10",4045.05657737129,1.53124911378289,0.480237366717281,3.18852554987532,0.00143000371971332,0.215873361527923,"CREG2"
"ENSG00000184208.13",99.0928450159733,-1.22498933693027,0.385401387451087,-3.17847671756433,0.00148051107956141,0.22172415929622,"C22orf46P"
"ENSG00000169258.7",223.800983040655,1.23972537888751,0.390427054129217,3.17530602906737,0.00149678554093081,0.222396402813892,"GPRIN1"
"ENSG00000124785.9",1587.40252317391,1.48884369603063,0.470734167718618,3.16281204580116,0.00156253177153016,0.230351363506048,"NRN1"
"ENSG00000140905.11",552.625259560152,-0.8139023232827,0.257953939775597,-3.15522346350182,0.00160375218776224,0.23459537816336,"GCSH"
"ENSG00000115290.11",28.608143955013,1.84393443523491,0.587493515794888,3.13864644572295,0.00169730099701292,0.244489082546823,"GRB14"
"ENSG00000250067.12",436.480392557337,1.7065271960548,0.543705195955517,3.13869944364926,0.00169699407834499,0.244489082546823,"YJEFN3"
"ENSG00000184083.12",174.094348280072,-1.29204974867436,0.412805245835258,-3.12992570154981,0.00174850521270394,0.248077393712206,"FAM120C"
"ENSG00000261829.1",26.9489854504474,2.01307514023588,0.642859132927182,3.13144052425542,0.00173951015936489,0.248077393712206,"ENSG00000261829"
"ENSG00000111696.12",205.450444997825,1.20815674275451,0.386810498686011,3.12338146678696,0.00178785862714182,0.251767852941539,"NT5DC3"
"ENSG00000130303.14",409.807386243535,-0.924140683340258,0.296313574375092,-3.11879293849165,0.00181593527717778,0.251961019708417,"BST2"
"ENSG00000186297.12",708.277554716558,1.54030182476156,0.493743693265209,3.11963847998806,0.00181073124973896,0.251961019708417,"GABRA5"
"ENSG00000094963.14",60.0446589979717,-2.01420405553043,0.648768218190056,-3.10465895069535,0.0019049854009699,0.253208931695649,"FMO2"
"ENSG00000105376.5",10.0622107310126,2.45254826442868,0.790504106384332,3.10251173222405,0.00191885941878526,0.253208931695649,"ICAM5"
"ENSG00000106236.4",558.237506750295,1.11712599259914,0.359909098776956,3.10391150542001,0.00190980444971191,0.253208931695649,"NPTX2"
"ENSG00000123612.16",470.594530509243,1.40022198235893,0.450125928626395,3.11073389313929,0.00186623034480661,0.253208931695649,"ACVR1C"
"ENSG00000155511.19",970.709057992205,1.64958095574167,0.530629234782567,3.10872610782105,0.00187895812889813,0.253208931695649,"GRIA1"
"ENSG00000241945.8",100.754628370378,2.00273036429399,0.64397054322137,3.109972009396,0.00187105073603565,0.253208931695649,"PWP2"
"ENSG00000309173.1",50.4637199748244,2.43140846898823,0.782153125375116,3.10860928647717,0.00187970113354437,0.253208931695649,"ENSG00000309173"
"ENSG00000182255.7",101.648553454808,1.1839572882703,0.381984823690847,3.09948776715933,0.0019385558288913,0.254031586744298,"KCNA4"
"ENSG00000255693.4",60.5354088152199,1.20220743711827,0.389324494779664,3.08793166943851,0.00201554809262048,0.262299258674127,"LINC02389"
"ENSG00000116106.12",1159.39054275065,1.4420729974319,0.470846406243585,3.06272486804512,0.00219331615730637,0.283478601975146,"EPHA4"
"ENSG00000135625.8",45.4543645010867,1.38182496609435,0.452359066788243,3.05470823411439,0.00225279564184199,0.285986874668678,"EGR4"
"ENSG00000172137.19",123.966798431699,1.33482628233501,0.437076063209818,3.05399081462448,0.00225818994836423,0.285986874668678,"CALB2"
"ENSG00000221823.11",668.10615411699,1.36027278473344,0.445077262412921,3.05626213605907,0.00224115224693843,0.285986874668678,"PPP3R1"
"ENSG00000233396.10",16.3272565937055,2.082501414762,0.682889625079581,3.04954320329484,0.00229189666121812,0.28832059998124,"LINC01719"
"ENSG00000211459.2",121064.07821955,-1.19492560656746,0.392199015613137,-3.04673280400615,0.00231343254547731,0.289102464457992,"MT-RNR1"
"ENSG00000108846.16",14.4552604621158,-1.81517526331594,0.59636123555917,-3.0437512619578,0.00233648236878224,0.290061988808689,"ABCC3"
"ENSG00000070159.14",82.8958325960912,1.49855556704412,0.49545537756938,3.02460248669774,0.00248960106346905,0.297854389524358,"PTPN3"
"ENSG00000117600.14",332.468448992557,1.37947304009972,0.456115034013838,3.02439721830759,0.00249129106143588,0.297854389524358,"PLPPR4"
"ENSG00000166257.10",1667.60403716848,1.31107328367372,0.433816759310963,3.0221821899092,0.00250959452847032,0.297854389524358,"SCN3B"
"ENSG00000178163.8",165.382697229113,0.785676085190141,0.25997133429654,3.0221642986759,0.0025097428688062,0.297854389524358,"ZNF518B"
"ENSG00000198108.4",47.6818599841618,1.53573713525567,0.506308567611644,3.033203926412,0.00241972023048385,0.297854389524358,"CHSY3"
"ENSG00000260084.1",14.2655295537569,2.26605472395579,0.748038244205044,3.02933003962114,0.00245096767593161,0.297854389524358,"ENSG00000260084"
"ENSG00000293025.2",72.4246686002852,-1.13179833167817,0.373480810384195,-3.03040557964385,0.00244225535928634,0.297854389524358,"ENSG00000293025"
"ENSG00000152495.11",974.604767339331,1.45693390946564,0.482789534127997,3.01774128574911,0.00254666216081755,0.300346968591419,"CAMK4"
"ENSG00000288658.2",116.014700764526,1.51463894390662,0.502666202301821,3.01321023170196,0.00258499773970405,0.30297457980258,"RNF228"
"ENSG00000150394.14",432.40325733522,1.26948698169145,0.42220632047812,3.00679293539197,0.00264019536231141,0.303783454187905,"CDH8"
"ENSG00000163947.12",494.496877628014,1.22345631949984,0.406803398086894,3.00748795426361,0.0026341656398679,0.303783454187905,"ARHGEF3"
"ENSG00000198763.3",80356.1895509498,-1.18196229410217,0.392632160199561,-3.01035527375399,0.0026094227130398,0.303783454187905,"MT-ND2"
"ENSG00000261292.2",83.218318608323,1.50402869713886,0.500831864596136,3.00306111383645,0.0026727875246749,0.303828316810936,"ENSG00000261292"
"ENSG00000300109.1",40.624100738045,-1.49165662496054,0.496710445828138,-3.00307077793297,0.00267270264972316,0.303828316810936,"ENSG00000300109"
"ENSG00000106299.8",1456.45925058147,0.947392170674628,0.315714660370707,3.00078611985334,0.00269283634591396,0.304274382319739,"WASL"
"ENSG00000166828.3",8.39385099242907,3.28445781788325,1.0975631193984,2.99250016680912,0.00276702515862795,0.308957187830233,"SCNN1G"
"ENSG00000197852.12",198.832549282821,1.06977758051257,0.357283681697594,2.99419658751175,0.00275168585821136,0.308957187830233,"INKA2"
"ENSG00000166206.16",1473.06325724678,1.33466735600491,0.446391980762929,2.98989993889189,0.00279068848380691,0.309766421702567,"GABRB3"
"ENSG00000198242.14",1573.17617367742,-1.6102001906436,0.53987290498108,-2.98255418226635,0.00285854046025628,0.315442447280912,"RPL23A"
"ENSG00000037042.9",536.505669125317,1.08020560712353,0.364142418099213,2.96643717796487,0.00301271902891037,0.321211769229323,"TUBG2"
"ENSG00000060709.17",256.996819226634,1.26275022108598,0.425759182740898,2.96587900455091,0.00301819205417966,0.321211769229323,"RIMBP2"
"ENSG00000105409.19",1879.08995766569,1.54010589676289,0.519786955924969,2.96295603267352,0.00304700088458129,0.321211769229323,"ATP1A3"
"ENSG00000125848.10",317.480756024677,1.28742054471743,0.434295063235191,2.96439138664634,0.00303282283229076,0.321211769229323,"FLRT3"
"ENSG00000131462.9",89.1498078055275,1.94405927363356,0.653751869774139,2.97369592886244,0.00294236491971713,0.321211769229323,"TUBG1"
"ENSG00000173221.14",316.887959689832,1.26809949132779,0.427934305077067,2.96330412468197,0.00304355698099326,0.321211769229323,"GLRX"
"ENSG00000183775.11",1192.26448169694,1.40725982196535,0.473631848087222,2.9712102926537,0.00296628589837439,0.321211769229323,"KCTD16"
"ENSG00000260788.9",170.869265215761,-1.49502769386383,0.503468432484318,-2.96945666779297,0.00298326884042441,0.321211769229323,"CEDORA"
"ENSG00000124587.14",122.665957035576,-0.97120681189105,0.328204212974361,-2.95915400685889,0.00308484892566116,0.323394995706812,"PEX6"
"ENSG00000068976.14",119.090434677615,-1.31277993065215,0.444737740069662,-2.95180690185304,0.00315920425311471,0.327550462946564,"PYGM"
"ENSG00000184156.18",758.728543317682,1.31855776487446,0.446566784686413,2.9526552580492,0.00315053593056731,0.327550462946564,"KCNQ3"
"ENSG00000116679.17",567.884094253471,-0.66581230676792,0.226095081439294,-2.94483322029582,0.00323128790011593,0.331382623234715,"IVNS1ABP"
"ENSG00000182208.15",223.522379087444,-0.684728350455419,0.232453513916765,-2.94565712910926,0.00322269415904919,0.331382623234715,"MOB2"
"ENSG00000233682.4",17.5400011536269,3.67532053330831,1.24911197710923,2.94234672364119,0.00325734993603851,0.332249693475928,"FNDC1-AS1"
"ENSG00000198216.14",783.082696022995,1.17959927584968,0.401320959134252,2.93929147980301,0.00328963542309457,0.333738819536529,"CACNA1E"
"ENSG00000181019.13",360.297274249601,-0.997672857174807,0.340544797087202,-2.92963764446924,0.00339357478062211,0.342155729291004,"NQO1"
"ENSG00000291064.2",310.780145506295,-0.916919937809298,0.313130017701083,-2.92824030267389,0.0034088647115373,0.342155729291004,"ENSG00000291064"
"ENSG00000133687.16",445.431372562871,1.10405055996214,0.377347118708958,2.92582215478283,0.00343547270764087,0.34235523966982,"TMTC1"
"ENSG00000279192.1",262.410106927151,0.972754701680982,0.332592161376761,2.92476737170918,0.00344713807828647,0.34235523966982,"PWAR5"
"ENSG00000164611.13",76.5184200669703,1.67357066737648,0.573053964689896,2.9204416520914,0.00349535643300663,0.345326575344687,"PTTG1"
"ENSG00000165475.15",579.330955088372,-0.656578877732933,0.225079214111831,-2.91710134284862,0.00353300960820021,0.345983735003687,"CRYL1"
"ENSG00000180440.4",63.1671978740474,1.63503049373038,0.560594454888547,2.91660126045208,0.00353867837073193,0.345983735003687,"SERTM1"
"ENSG00000148516.23",1055.45005739089,-0.593000726519046,0.203522051129243,-2.91369275824796,0.00357181249739772,0.347397125818639,"ZEB1"
"ENSG00000182492.16",235.302133261204,-1.94468000683205,0.66779056157047,-2.91211065076851,0.0035899544003516,0.347397125818639,"BGN"
"ENSG00000158258.16",932.284104719478,1.30273179990465,0.448686231643114,2.90343609415866,0.00369092289368151,0.353541700526752,"CLSTN2"
"ENSG00000299333.1",8.86535884704751,3.38638055051421,1.16621142307163,2.90374496726758,0.00368728385250578,0.353541700526752,"ENSG00000299333"
"ENSG00000119866.22",631.978379462967,1.32332728752606,0.45627891305635,2.90025957733144,0.00372853747869276,0.35534092031784,"BCL11A"
